geo_level,geo_name,year,state_name,pct_black_alone,microsoft_broadband_usage_oct_2020,quartiles_microsoft_broadband_usage_oct_2020
county,"Union County, Pennsylvania",2022,Pennsylvania,6.6,36.5,26-50% of geographies
county,"Hinds County, Mississippi",2022,Mississippi,72.9,36.5,26-50% of geographies
county,"Kenai Peninsula Borough, Alaska",2022,Alaska,0.7,36.5,26-50% of geographies
county,"Cooper County, Missouri",2022,Missouri,5.6,36.5,26-50% of geographies
county,"Clinton County, Ohio",2022,Ohio,2,36.5,26-50% of geographies
county,"Lac qui Parle County, Minnesota",2022,Minnesota,0.5,36.5,26-50% of geographies
county,"Shelby County, Missouri",2022,Missouri,2.1,19.5,26-50% of geographies
county,"Russell County, Virginia",2022,Virginia,2,19.5,26-50% of geographies
county,"Ouray County, Colorado",2022,Colorado,2.1,20.5,26-50% of geographies
county,"Polk County, Tennessee",2022,Tennessee,0.4,20.5,26-50% of geographies
county,"Richland Parish, Louisiana",2022,Louisiana,35.7,21.5,26-50% of geographies
county,"Kalkaska County, Michigan",2022,Michigan,1.2,21.5,26-50% of geographies
county,"Wilbarger County, Texas",2022,Texas,7.6,21.5,26-50% of geographies
county,"Kimball County, Nebraska",2022,Nebraska,0.2,21.5,26-50% of geographies
county,"Ringgold County, Iowa",2022,Iowa,0.1,21.5,26-50% of geographies
county,"Franklin County, Idaho",2022,Idaho,0,22.5,26-50% of geographies
county,"Mahnomen County, Minnesota",2022,Minnesota,0.4,22.5,26-50% of geographies
county,"Stark County, Illinois",2022,Illinois,1.1,23.5,26-50% of geographies
county,"Franklin County, Illinois",2022,Illinois,0.4,23.5,26-50% of geographies
county,"Thurston County, Nebraska",2022,Nebraska,0.2,23.5,26-50% of geographies
county,"Marshall County, Indiana",2022,Indiana,0.8,23.5,26-50% of geographies
county,"Chickasaw County, Iowa",2022,Iowa,0.8,24.5,26-50% of geographies
county,"McIntosh County, Oklahoma",2022,Oklahoma,2.6,24.5,26-50% of geographies
county,"Perry County, Pennsylvania",2022,Pennsylvania,0.9,24.5,26-50% of geographies
county,"Dunklin County, Missouri",2022,Missouri,7.9,25.5,26-50% of geographies
county,"Jefferson County, Idaho",2022,Idaho,0.1,25.5,26-50% of geographies
county,"Monroe County, Wisconsin",2022,Wisconsin,1.5,25.5,26-50% of geographies
county,"Montgomery County, Mississippi",2022,Mississippi,46,25.5,26-50% of geographies
county,"Jasper County, Indiana",2022,Indiana,1,26.5,26-50% of geographies
county,"Izard County, Arkansas",2022,Arkansas,1.8,26.5,26-50% of geographies
county,"Glacier County, Montana",2022,Montana,0.2,26.5,26-50% of geographies
county,"Richland County, Wisconsin",2022,Wisconsin,0.7,26.5,26-50% of geographies
county,"Fulton County, Illinois",2022,Illinois,2.7,26.5,26-50% of geographies
county,"Halifax County, Virginia",2022,Virginia,34.7,26.5,26-50% of geographies
county,"Cherokee County, North Carolina",2022,North Carolina,1.5,26.5,26-50% of geographies
county,"Shenandoah County, Virginia",2022,Virginia,2.7,26.5,26-50% of geographies
county,"Elbert County, Colorado",2022,Colorado,0.3,27.5,26-50% of geographies
county,"Grundy County, Tennessee",2022,Tennessee,0.4,27.5,26-50% of geographies
county,"Golden Valley County, Montana",2022,Montana,1.1,27.5,26-50% of geographies
county,"Scotland County, North Carolina",2022,North Carolina,39,27.5,26-50% of geographies
county,"Pike County, Illinois",2022,Illinois,0.7,28.5,26-50% of geographies
county,"Weakley County, Tennessee",2022,Tennessee,7.9,28.5,26-50% of geographies
county,"Perry County, Illinois",2022,Illinois,7.9,29.5,26-50% of geographies
county,"Blackford County, Indiana",2022,Indiana,1,29.5,26-50% of geographies
county,"Sioux County, North Dakota",2022,North Dakota,0.3,30.5,26-50% of geographies
county,"Keokuk County, Iowa",2022,Iowa,0.6,30.5,26-50% of geographies
county,"Wells County, Indiana",2022,Indiana,1.1,30.5,26-50% of geographies
county,"Cameron County, Pennsylvania",2022,Pennsylvania,0,30.5,26-50% of geographies
county,"Bottineau County, North Dakota",2022,North Dakota,0.5,30.5,26-50% of geographies
county,"Valencia County, New Mexico",2022,New Mexico,1.5,30.5,26-50% of geographies
county,"Allegany County, New York",2022,New York,1.7,30.5,26-50% of geographies
county,"Tioga County, Pennsylvania",2022,Pennsylvania,0.9,31.5,26-50% of geographies
county,"Brown County, Illinois",2022,Illinois,16.6,31.5,26-50% of geographies
county,"Mineral County, Nevada",2022,Nevada,4.2,31.5,26-50% of geographies
county,"Toombs County, Georgia",2022,Georgia,23.9,31.5,26-50% of geographies
county,"Franklin County, Virginia",2022,Virginia,7.7,31.5,26-50% of geographies
county,"Natchitoches Parish, Louisiana",2022,Louisiana,40.7,31.5,26-50% of geographies
county,"Marion County, Alabama",2022,Alabama,3.8,31.5,26-50% of geographies
county,"Jackson County, Tennessee",2022,Tennessee,0.7,33,26-50% of geographies
county,"Coles County, Illinois",2022,Illinois,3.6,33,26-50% of geographies
county,"Gregory County, South Dakota",2022,South Dakota,0.9,33,26-50% of geographies
county,"Lewis County, Tennessee",2022,Tennessee,1.2,33,26-50% of geographies
county,"Jackson County, Illinois",2022,Illinois,14.5,35,26-50% of geographies
county,"Cedar County, Iowa",2022,Iowa,0.5,35,26-50% of geographies
county,"Bolivar County, Mississippi",2022,Mississippi,63.2,35,26-50% of geographies
county,"Putnam County, Georgia",2022,Georgia,25.5,35,26-50% of geographies
county,"Beaufort County, North Carolina",2022,North Carolina,23.1,33.5,26-50% of geographies
county,"Doña Ana County, New Mexico",2022,New Mexico,1.9,33.5,26-50% of geographies
county,"Jackson County, Iowa",2022,Iowa,0.6,35.5,26-50% of geographies
county,"Lauderdale County, Mississippi",2022,Mississippi,43.5,35.5,26-50% of geographies
county,"Noble County, Indiana",2022,Indiana,0.4,35.5,26-50% of geographies
county,"Fayette County, Iowa",2022,Iowa,0.8,20.2,26-50% of geographies
county,"Scott County, Kansas",2022,Kansas,0,20.2,26-50% of geographies
county,"Calhoun County, Arkansas",2022,Arkansas,20.8,20.2,26-50% of geographies
county,"Navarro County, Texas",2022,Texas,11.6,20.2,26-50% of geographies
county,"Campbell County, Virginia",2022,Virginia,14.1,20.2,26-50% of geographies
county,"Sequoyah County, Oklahoma",2022,Oklahoma,1.8,20.2,26-50% of geographies
county,"Crawford County, Michigan",2022,Michigan,0.3,20.2,26-50% of geographies
county,"Crawford County, Iowa",2022,Iowa,2.4,21.2,26-50% of geographies
county,"Lee County, Texas",2022,Texas,10.5,21.2,26-50% of geographies
county,"Vernon County, Missouri",2022,Missouri,0.5,21.2,26-50% of geographies
county,"Caldwell Parish, Louisiana",2022,Louisiana,20.3,21.2,26-50% of geographies
county,"Pulaski County, Indiana",2022,Indiana,0.2,21.2,26-50% of geographies
county,"Douglas County, South Dakota",2022,South Dakota,1.7,21.2,26-50% of geographies
county,"Clinton County, Illinois",2022,Illinois,3,22.2,26-50% of geographies
county,"Calumet County, Wisconsin",2022,Wisconsin,1,22.2,26-50% of geographies
county,"Siskiyou County, California",2022,California,1.6,22.2,26-50% of geographies
county,"Mingo County, West Virginia",2022,West Virginia,2.5,23.2,26-50% of geographies
county,"Cibola County, New Mexico",2022,New Mexico,1.5,23.2,26-50% of geographies
county,"Atascosa County, Texas",2022,Texas,1,23.2,26-50% of geographies
county,"Ionia County, Michigan",2022,Michigan,4,23.2,26-50% of geographies
county,"Doniphan County, Kansas",2022,Kansas,4.8,23.2,26-50% of geographies
county,"Kingman County, Kansas",2022,Kansas,0.3,23.2,26-50% of geographies
county,"Mercer County, Illinois",2022,Illinois,0.6,23.2,26-50% of geographies
county,"Graham County, Kansas",2022,Kansas,4.2,24.2,26-50% of geographies
county,"Mississippi County, Arkansas",2022,Arkansas,34.8,24.2,26-50% of geographies
county,"Shelby County, Illinois",2022,Illinois,0.3,24.2,26-50% of geographies
county,"Tate County, Mississippi",2022,Mississippi,30.5,25.2,26-50% of geographies
county,"Mayes County, Oklahoma",2022,Oklahoma,0.4,25.2,26-50% of geographies
county,"Lauderdale County, Tennessee",2022,Tennessee,34.4,25.2,26-50% of geographies
county,"Howell County, Missouri",2022,Missouri,0.5,25.2,26-50% of geographies
county,"Real County, Texas",2022,Texas,1.3,25.2,26-50% of geographies
county,"Jersey County, Illinois",2022,Illinois,0.7,26.2,26-50% of geographies
county,"Valley County, Nebraska",2022,Nebraska,0.2,26.2,26-50% of geographies
county,"Clarke County, Virginia",2022,Virginia,4.6,26.2,26-50% of geographies
county,"Butler County, Missouri",2022,Missouri,5.1,26.2,26-50% of geographies
county,"Ravalli County, Montana",2022,Montana,0.3,26.2,26-50% of geographies
county,"Yellow Medicine County, Minnesota",2022,Minnesota,0.8,27.2,26-50% of geographies
county,"Llano County, Texas",2022,Texas,0.6,27.2,26-50% of geographies
county,"Richardson County, Nebraska",2022,Nebraska,1.1,27.2,26-50% of geographies
county,"Madison County, North Carolina",2022,North Carolina,1.1,27.2,26-50% of geographies
county,"Walworth County, South Dakota",2022,South Dakota,2.2,27.2,26-50% of geographies
county,"Roosevelt County, Montana",2022,Montana,0.3,28.2,26-50% of geographies
county,"Carroll County, Ohio",2022,Ohio,0.8,28.2,26-50% of geographies
county,"Sac County, Iowa",2022,Iowa,0.3,28.2,26-50% of geographies
county,"Washington County, New York",2022,New York,2.6,28.2,26-50% of geographies
county,"Somerset County, Maine",2022,Maine,0.5,28.2,26-50% of geographies
county,"San Juan County, Washington",2022,Washington,0.6,28.2,26-50% of geographies
county,"White County, Illinois",2022,Illinois,0.8,29.2,26-50% of geographies
county,"Jones County, Mississippi",2022,Mississippi,29.2,29.2,26-50% of geographies
county,"Valley County, Montana",2022,Montana,0.4,29.2,26-50% of geographies
county,"Taylor County, West Virginia",2022,West Virginia,1.2,30.2,26-50% of geographies
county,"Yell County, Arkansas",2022,Arkansas,2.2,30.2,26-50% of geographies
county,"Washington County, Mississippi",2022,Mississippi,72.1,31.2,26-50% of geographies
county,"Skamania County, Washington",2022,Washington,0.1,31.2,26-50% of geographies
county,"Benson County, North Dakota",2022,North Dakota,0.3,32.4,26-50% of geographies
county,"Cannon County, Tennessee",2022,Tennessee,2.5,32.4,26-50% of geographies
county,"Live Oak County, Texas",2022,Texas,2.5,32.4,26-50% of geographies
county,"Sherman County, Kansas",2022,Kansas,1.9,32.4,26-50% of geographies
county,"Barbour County, Alabama",2022,Alabama,46.9,32.4,26-50% of geographies
county,"Hopkins County, Kentucky",2022,Kentucky,6.1,34.4,26-50% of geographies
county,"Grant County, Minnesota",2022,Minnesota,0.6,34.4,26-50% of geographies
county,"Beaverhead County, Montana",2022,Montana,1,34.4,26-50% of geographies
county,"La Paz County, Arizona",2022,Arizona,0.6,34.4,26-50% of geographies
county,"DeWitt County, Texas",2022,Texas,7.8,34.4,26-50% of geographies
county,"Waller County, Texas",2022,Texas,24.7,36.4,26-50% of geographies
county,"Cullman County, Alabama",2022,Alabama,1.1,36.4,26-50% of geographies
county,"Tioga County, New York",2022,New York,1.2,36.4,26-50% of geographies
county,"Prairie County, Montana",2022,Montana,0,32.9,26-50% of geographies
county,"Newberry County, South Carolina",2022,South Carolina,30.1,32.9,26-50% of geographies
county,"Lenoir County, North Carolina",2022,North Carolina,40.2,32.9,26-50% of geographies
county,"Magoffin County, Kentucky",2022,Kentucky,0,32.9,26-50% of geographies
county,"Jackson County, South Dakota",2022,South Dakota,0.3,32.9,26-50% of geographies
county,"Polk County, Wisconsin",2022,Wisconsin,0.5,32.9,26-50% of geographies
county,"Cherokee County, Iowa",2022,Iowa,1.4,32.9,26-50% of geographies
county,"Chester County, Tennessee",2022,Tennessee,10.3,34.9,26-50% of geographies
county,"Frio County, Texas",2022,Texas,4.3,34.9,26-50% of geographies
county,"Winston County, Mississippi",2022,Mississippi,47,34.9,26-50% of geographies
county,"Potter County, Pennsylvania",2022,Pennsylvania,0.5,34.9,26-50% of geographies
county,"Warren County, Iowa",2022,Iowa,0.8,34.9,26-50% of geographies
county,"Ford County, Illinois",2022,Illinois,0.7,34.9,26-50% of geographies
county,"Spencer County, Kentucky",2022,Kentucky,1.7,19.7,26-50% of geographies
county,"Owyhee County, Idaho",2022,Idaho,0.4,19.7,26-50% of geographies
county,"Baraga County, Michigan",2022,Michigan,7.8,19.7,26-50% of geographies
county,"Estill County, Kentucky",2022,Kentucky,0.1,19.7,26-50% of geographies
county,"Audubon County, Iowa",2022,Iowa,0.3,19.7,26-50% of geographies
county,"Monona County, Iowa",2022,Iowa,0.3,19.7,26-50% of geographies
county,"Terrell County, Georgia",2022,Georgia,58.6,19.7,26-50% of geographies
county,"Lassen County, California",2022,California,8.4,20.7,26-50% of geographies
county,"McDuffie County, Georgia",2022,Georgia,41.2,20.7,26-50% of geographies
county,"Wythe County, Virginia",2022,Virginia,2.2,20.7,26-50% of geographies
county,"Pondera County, Montana",2022,Montana,0.1,20.7,26-50% of geographies
county,"Suwannee County, Florida",2022,Florida,11.3,20.7,26-50% of geographies
county,"Aitkin County, Minnesota",2022,Minnesota,0.5,21.7,26-50% of geographies
county,"Long County, Georgia",2022,Georgia,23.6,21.7,26-50% of geographies
county,"Ouachita County, Arkansas",2022,Arkansas,41,21.7,26-50% of geographies
county,"Hardin County, Tennessee",2022,Tennessee,3.4,21.7,26-50% of geographies
county,"Medina County, Texas",2022,Texas,2.5,22.7,26-50% of geographies
county,"Addison County, Vermont",2022,Vermont,1,22.7,26-50% of geographies
county,"Oconee County, South Carolina",2022,South Carolina,6.7,22.7,26-50% of geographies
county,"Mason County, Kentucky",2022,Kentucky,6.8,22.7,26-50% of geographies
county,"Clay County, Tennessee",2022,Tennessee,0.7,22.7,26-50% of geographies
county,"Pawnee County, Kansas",2022,Kansas,5.7,23.7,26-50% of geographies
county,"Lee County, Virginia",2022,Virginia,4.2,23.7,26-50% of geographies
county,"Hamilton County, Iowa",2022,Iowa,1.4,23.7,26-50% of geographies
county,"Moultrie County, Illinois",2022,Illinois,1,23.7,26-50% of geographies
county,"Bledsoe County, Tennessee",2022,Tennessee,5.7,23.7,26-50% of geographies
county,"Warren County, Pennsylvania",2022,Pennsylvania,0.8,24.7,26-50% of geographies
county,"Kiowa County, Kansas",2022,Kansas,0.7,24.7,26-50% of geographies
county,"Wallace County, Kansas",2022,Kansas,0.7,24.7,26-50% of geographies
county,"Barnwell County, South Carolina",2022,South Carolina,44.2,24.7,26-50% of geographies
county,"Dickenson County, Virginia",2022,Virginia,0.7,25.7,26-50% of geographies
county,"Carbon County, Montana",2022,Montana,0.5,25.7,26-50% of geographies
county,"Athens County, Ohio",2022,Ohio,2.5,25.7,26-50% of geographies
county,"Beauregard Parish, Louisiana",2022,Louisiana,11.7,25.7,26-50% of geographies
county,"Evans County, Georgia",2022,Georgia,27.4,25.7,26-50% of geographies
county,"Oconto County, Wisconsin",2022,Wisconsin,0.2,25.7,26-50% of geographies
county,"Saline County, Missouri",2022,Missouri,5.6,25.7,26-50% of geographies
county,"Jasper County, South Carolina",2022,South Carolina,37.3,26.7,26-50% of geographies
county,"Cedar County, Nebraska",2022,Nebraska,0.1,26.7,26-50% of geographies
county,"Dent County, Missouri",2022,Missouri,0.6,26.7,26-50% of geographies
county,"Elbert County, Georgia",2022,Georgia,27.6,26.7,26-50% of geographies
county,"Knott County, Kentucky",2022,Kentucky,1.1,26.7,26-50% of geographies
county,"Merrick County, Nebraska",2022,Nebraska,0.1,26.7,26-50% of geographies
county,"Trigg County, Kentucky",2022,Kentucky,6.3,27.7,26-50% of geographies
county,"Columbus County, North Carolina",2022,North Carolina,28.6,27.7,26-50% of geographies
county,"Colorado County, Texas",2022,Texas,12.1,27.7,26-50% of geographies
county,"Ashland County, Wisconsin",2022,Wisconsin,1.6,27.7,26-50% of geographies
county,"Columbia County, Oregon",2022,Oregon,0.5,27.7,26-50% of geographies
county,"Barber County, Kansas",2022,Kansas,0.2,28.7,26-50% of geographies
county,"Dunn County, Wisconsin",2022,Wisconsin,0.3,28.7,26-50% of geographies
county,"Wharton County, Texas",2022,Texas,12.9,28.7,26-50% of geographies
county,"Pittsburg County, Oklahoma",2022,Oklahoma,2.3,28.7,26-50% of geographies
county,"Lincoln County, Georgia",2022,Georgia,28.2,28.7,26-50% of geographies
county,"Lawrence County, Tennessee",2022,Tennessee,1.4,29.7,26-50% of geographies
county,"Livingston County, Missouri",2022,Missouri,2.9,29.7,26-50% of geographies
county,"Somervell County, Texas",2022,Texas,1.9,29.7,26-50% of geographies
county,"Hand County, South Dakota",2022,South Dakota,0.1,29.7,26-50% of geographies
county,"Macon County, North Carolina",2022,North Carolina,1,30.7,26-50% of geographies
county,"Clark County, Arkansas",2022,Arkansas,24,30.7,26-50% of geographies
county,"Martin County, Kentucky",2022,Kentucky,6.5,30.7,26-50% of geographies
county,"Miami County, Kansas",2022,Kansas,1.2,30.7,26-50% of geographies
county,"Benzie County, Michigan",2022,Michigan,0.8,31.7,26-50% of geographies
county,"Hancock County, Mississippi",2022,Mississippi,6.9,31.7,26-50% of geographies
county,"Douglas County, Wisconsin",2022,Wisconsin,1.3,31.7,26-50% of geographies
county,"Ellsworth County, Kansas",2022,Kansas,3.2,31.7,26-50% of geographies
county,"Grant County, Oregon",2022,Oregon,0.1,31.7,26-50% of geographies
county,"Mitchell County, North Carolina",2022,North Carolina,0.8,31.7,26-50% of geographies
county,"Hendry County, Florida",2022,Florida,10.7,33.4,26-50% of geographies
county,"Unicoi County, Tennessee",2022,Tennessee,0.3,33.4,26-50% of geographies
county,"Livingston County, Illinois",2022,Illinois,3.6,33.4,26-50% of geographies
county,"Mifflin County, Pennsylvania",2022,Pennsylvania,0.6,35.4,26-50% of geographies
county,"Wyoming County, New York",2022,New York,3.7,35.4,26-50% of geographies
county,"Pike County, Alabama",2022,Alabama,37.3,35.4,26-50% of geographies
county,"Crisp County, Georgia",2022,Georgia,44.8,35.4,26-50% of geographies
county,"Dawes County, Nebraska",2022,Nebraska,2.3,33.9,26-50% of geographies
county,"Renville County, North Dakota",2022,North Dakota,0,33.9,26-50% of geographies
county,"Clarendon County, South Carolina",2022,South Carolina,45.6,33.9,26-50% of geographies
county,"McIntosh County, Georgia",2022,Georgia,31.7,35.9,26-50% of geographies
county,"Decatur County, Indiana",2022,Indiana,0.2,35.9,26-50% of geographies
county,"Henry County, Ohio",2022,Ohio,0.5,35.9,26-50% of geographies
county,"Leon County, Texas",2022,Texas,7.5,32.3,26-50% of geographies
county,"Roseau County, Minnesota",2022,Minnesota,1,32.3,26-50% of geographies
county,"Chippewa County, Wisconsin",2022,Wisconsin,1.5,32.3,26-50% of geographies
county,"Morehouse Parish, Louisiana",2022,Louisiana,48.3,32.3,26-50% of geographies
county,"Franklin County, Tennessee",2022,Tennessee,4.9,34.3,26-50% of geographies
county,"Iberia Parish, Louisiana",2022,Louisiana,31.2,34.3,26-50% of geographies
county,"Jefferson County, Pennsylvania",2022,Pennsylvania,0.4,34.3,26-50% of geographies
county,"Harper County, Kansas",2022,Kansas,0.1,36.3,26-50% of geographies
county,"Smith County, Tennessee",2022,Tennessee,1.9,36.3,26-50% of geographies
county,"Antrim County, Michigan",2022,Michigan,0.6,36.3,26-50% of geographies
