geo_level,geo_name,year,state_name,pct_black_alone,pop_black_alone,pct_homeownership,pct_homeownership_white_alone,pct_homeownership_black_alone,pct_homeownership_asian_alone,pct_homeownership_hispanic,quartiles_pct_homeownership,pct_change_16_to_22_pct_homeownership_black_alone,buckets_pct_change_16_to_22_pct_homeownership_black_alone
zcta,95958,2022,,,0,,,,,,,,No comparable data available
zcta,38505,2022,,7.9,70,,,,,,,,No comparable data available
zcta,50013,2022,,1.4,63,,,,,,,,No comparable data available
zcta,91371,2022,,,0,,,,,,,,No comparable data available
zcta,46170,2022,,,0,,,,,,,,No comparable data available
zcta,95721,2022,,,0,,,,,,,,No comparable data available
zcta,46513,2022,,,0,,,,,,,,No comparable data available
zcta,98921,2022,,,0,,,,,,,,No comparable data available
zcta,80293,2022,,,0,,,,,,,,No comparable data available
zcta,47836,2022,,,0,,,,,,,,No comparable data available
zcta,10112,2022,,,0,,,,,,,,No comparable data available
zcta,88003,2022,,1.7,8,,,,,,,,No comparable data available
zcta,37315,2022,,10,176,,,,,,,,No comparable data available
zcta,89446,2022,,38.7,43,,,,,,,,No comparable data available
zcta,80939,2022,,,0,,,,,,,,No comparable data available
zcta,37733,2022,,,0,,,,,,,,No comparable data available
zcta,48243,2022,,,0,,,,,,,,No comparable data available
zcta,16699,2022,,,0,,,,,,,,No comparable data available
zcta,10154,2022,,,0,,,,,,,,No comparable data available
zcta,06080,2022,,49.7,662,,,,,,,,No comparable data available
zcta,30334,2022,,,0,,,,,,,,No comparable data available
zcta,75694,2022,,,0,,,,,,,,No comparable data available
zcta,23160,2022,,54.3,824,,,,,,,,No comparable data available
zcta,85654,2022,,,0,,,,,,,,No comparable data available
zcta,58705,2022,,2.1,6,,,,,,,,No comparable data available
zcta,31409,2022,,38.9,245,,,,,,,,No comparable data available
zcta,05009,2022,,,0,,,,,,,,No comparable data available
zcta,92140,2022,,8.3,232,,,,,,,,No comparable data available
zcta,98207,2022,,19.5,223,,,,,,,,No comparable data available
zcta,88323,2022,,,0,,,,,,,,No comparable data available
zcta,21250,2022,,34,1006,,,,,,,,No comparable data available
zcta,13699,2022,,8.9,179,,,,,,,,No comparable data available
zcta,15275,2022,,66.7,2,,,,,,,,No comparable data available
zcta,44243,2022,,10.4,518,,,,,,,,No comparable data available
zcta,35632,2022,,28.7,240,,,,,,,,No comparable data available
zcta,30332,2022,,31.6,866,,,,,,,,No comparable data available
zcta,24061,2022,,7.6,704,,,,,,,,No comparable data available
zcta,16444,2022,,6.3,63,,,,,,,,No comparable data available
zcta,56563,2022,,5.6,81,,,,,,,,No comparable data available
zcta,20064,2022,,9.5,105,,,,,,,,No comparable data available
zcta,38007,2022,,,0,,,,,,,,No comparable data available
zcta,13290,2022,,,0,,,,,,,,No comparable data available
zcta,40526,2022,,12.4,220,,,,,,,,No comparable data available
zcta,28355,2022,,,0,,,,,,,,No comparable data available
zcta,35112,2022,,,0,,,,,,,,No comparable data available
zcta,87101,2022,,,0,,,,,,,,No comparable data available
zcta,19717,2022,,8.8,538,,,,,,,,No comparable data available
zcta,45267,2022,,50,2,,,,,,,,No comparable data available
zcta,30812,2022,,39.8,144,,,,,,,,No comparable data available
zcta,75132,2022,,,0,,,,,,,,No comparable data available
zcta,59623,2022,,,0,,,,,,,,No comparable data available
zcta,75711,2022,,34.4,56,,,,,,,,No comparable data available
zcta,16550,2022,,,0,,,,,,,,No comparable data available
zcta,12911,2022,,,0,,,,,,,,No comparable data available
zcta,96820,2022,,,0,,,,,,,,No comparable data available
zcta,79058,2022,,,0,,,,,,,,No comparable data available
zcta,25231,2022,,,0,,,,,,,,No comparable data available
zcta,72515,2022,,,0,,,,,,,,No comparable data available
zcta,20510,2022,,,0,,,,,,,,No comparable data available
zcta,88103,2022,,0,0,,,,,,,,No comparable data available
zcta,36503,2022,,56.3,729,,,,,,,,No comparable data available
zcta,23884,2022,,60,9,,,,,,,,No comparable data available
zcta,04683,2022,,,0,,,,,,,,No comparable data available
zcta,27695,2022,,9.1,196,,,,,,,,No comparable data available
zcta,15260,2022,,,0,,,,,,,,No comparable data available
zcta,93409,2022,,32.3,836,,,,,,,,No comparable data available
zcta,11042,2022,,25.9,82,,,,,,,,No comparable data available
zcta,79776,2022,,,0,,,,,,,,No comparable data available
zcta,30111,2022,,,0,,,,,,,,No comparable data available
zcta,98447,2022,,3.7,40,,,,,,,,No comparable data available
zcta,72183,2022,,45.9,355,,,,,,,,No comparable data available
zcta,65784,2022,,,0,,,,,,,,No comparable data available
zcta,92147,2022,,26.1,47,,,,,,,,No comparable data available
zcta,71345,2022,,,0,,,,,,,,No comparable data available
zcta,20245,2022,,,0,,,,,,,,No comparable data available
zcta,28629,2022,,,0,,,,,,,,No comparable data available
zcta,47875,2022,,,0,,,,,,,,No comparable data available
zcta,48233,2022,,,0,,,,,,,,No comparable data available
zcta,22214,2022,,,0,,,,,,,,No comparable data available
zcta,78150,2022,,,0,,,,,,,,No comparable data available
zcta,28509,2022,,,0,,,,,,,,No comparable data available
zcta,38365,2022,,,0,,,,,,,,No comparable data available
zcta,35615,2022,,,0,,,,,,,,No comparable data available
zcta,39762,2022,,23.4,1035,,,,,,,,No comparable data available
zcta,36057,2022,,90.7,98,,,,,,,,No comparable data available
zcta,92182,2022,,,0,,,,,,,,No comparable data available
zcta,25112,2022,,28.5,35,,,,,,,,No comparable data available
zcta,28710,2022,,,0,,,,,,,,No comparable data available
zcta,98195,2022,,4.8,116,,,,,,,,No comparable data available
zcta,99704,2022,,18.4,9,,,,,,,,No comparable data available
zcta,39534,2022,,15.4,293,,,,,,,,No comparable data available
zcta,76596,2022,,19.2,211,,,,,,,,No comparable data available
zcta,72035,2022,,21.8,449,,,,,,,,No comparable data available
zcta,20059,2022,,70.8,556,,,,,,,,No comparable data available
zcta,54307,2022,,59.7,675,,,,,,,,No comparable data available
zcta,85709,2022,,,0,,,,,,,,No comparable data available
zcta,70609,2022,,45.5,215,,,,,,,,No comparable data available
zcta,39309,2022,,36.7,109,,,,,,,,No comparable data available
zcta,85724,2022,,,0,,,,,,,,No comparable data available
zcta,98430,2022,,33.3,193,,,,,,,,No comparable data available
zcta,31062,2022,,42.2,19,,,,,,,,No comparable data available
zcta,44555,2022,,9,16,,,,,,,,No comparable data available
zcta,35254,2022,,32.8,589,,,,,,,,No comparable data available
zcta,20388,2022,,,0,,,,,,,,No comparable data available
zcta,48710,2022,,,0,,,,,,,,No comparable data available
zcta,98174,2022,,,0,,,,,,,,No comparable data available
zcta,39753,2022,,,0,,,,,,,,No comparable data available
zcta,79916,2022,,17.1,582,,,,,,,,No comparable data available
zcta,40049,2022,,0,0,,,,,,,,No comparable data available
zcta,77342,2022,,,0,,,,,,,,No comparable data available
zcta,98154,2022,,,0,,,,,,,,No comparable data available
zcta,98609,2022,,,0,,,,,,,,No comparable data available
zcta,40981,2022,,,0,,,,,,,,No comparable data available
zcta,99014,2022,,,0,,,,,,,,No comparable data available
zcta,85236,2022,,,0,,,,,,,,No comparable data available
zcta,19113,2022,,,0,,,,,,,,No comparable data available
zcta,78677,2022,,50,6,,,,,,,,No comparable data available
zcta,10171,2022,,,0,,,,,,,,No comparable data available
zcta,36741,2022,,,0,,,,,,,,No comparable data available
zcta,04940,2022,,,0,,,,,,,,No comparable data available
zcta,95915,2022,,,0,,,,,,,,No comparable data available
zcta,04469,2022,,4.7,138,,,,,,,,No comparable data available
zcta,01144,2022,,,0,,,,,,,,No comparable data available
zcta,96858,2022,,5.8,18,,,,,,,,No comparable data available
zcta,04286,2022,,,0,,,,,,,,No comparable data available
zcta,95929,2022,,,0,,,,,,,,No comparable data available
zcta,24738,2022,,,0,,,,,,,,No comparable data available
zcta,10169,2022,,,0,,,,,,,,No comparable data available
zcta,10020,2022,,,0,,,,,,,,No comparable data available
zcta,02366,2022,,17.6,38,,,,,,,,No comparable data available
zcta,76874,2022,,,0,,,,,,,,No comparable data available
zcta,03575,2022,,,0,,,,,,,,No comparable data available
zcta,32768,2022,,,0,,,,,,,,No comparable data available
zcta,78243,2022,,41.1,123,,,,,,,,No comparable data available
zcta,15510,2022,,43.3,949,,,,,,,,No comparable data available
zcta,80544,2022,,,0,,,,,,,,No comparable data available
zcta,06072,2022,,,0,,,,,,,,No comparable data available
zcta,94613,2022,,5.6,34,,,,,,,,No comparable data available
zcta,90052,2022,,,0,,,,,,,,No comparable data available
zcta,57799,2022,,5.1,29,,,,,,,,No comparable data available
zcta,10953,2022,,,0,,,,,,,,No comparable data available
zcta,96860,2022,,16,641,,,,,,,,No comparable data available
zcta,78951,2022,,,0,,,,,,,,No comparable data available
zcta,58707,2022,,14.9,76,,,,,,,,No comparable data available
zcta,77204,2022,,35.1,1511,,,,,,,,No comparable data available
zcta,72387,2022,,,0,,,,,,,,No comparable data available
zcta,78029,2022,,,0,,,,,,,,No comparable data available
zcta,41848,2022,,,0,,,,,,,,No comparable data available
zcta,32512,2022,,,0,,,,,,,,No comparable data available
zcta,10168,2022,,,0,,,,,,,,No comparable data available
zcta,12490,2022,,,0,,,,,,,,No comparable data available
zcta,21252,2022,,32.3,1441,,,,,,,,No comparable data available
zcta,36764,2022,,,0,,,,,,,,No comparable data available
zcta,92132,2022,,,0,,,,,,,,No comparable data available
zcta,98158,2022,,,0,,,,,,,,No comparable data available
zcta,22957,2022,,,0,,,,,,,,No comparable data available
zcta,12504,2022,,10.9,125,,,,,,,,No comparable data available
zcta,10979,2022,,,0,,,,,,,,No comparable data available
zcta,29904,2022,,12,140,,,,,,,,No comparable data available
zcta,53792,2022,,,0,,,,,,,,No comparable data available
zcta,28017,2022,,7.7,37,,,,,,,,No comparable data available
zcta,89450,2022,,,0,,,,,,,,No comparable data available
zcta,31004,2022,,,0,,,,,,,,No comparable data available
zcta,32511,2022,,12,137,,,,,,,,No comparable data available
zcta,27708,2022,,19.3,618,,,,,,,,No comparable data available
zcta,14627,2022,,9.9,285,,,,,,,,No comparable data available
zcta,90639,2022,,5.7,105,,,,,,,,No comparable data available
zcta,84008,2022,,,0,,,,,,,,No comparable data available
zcta,60539,2022,,35.8,88,,,,,,,,No comparable data available
zcta,90747,2022,,20,5,,,,,,,,No comparable data available
zcta,20422,2022,,81.5,44,,,,,,,,No comparable data available
zcta,28770,2022,,,0,,,,,,,,No comparable data available
zcta,93928,2022,,1.7,18,,,,,,,,No comparable data available
zcta,63155,2022,,,0,,,,,,,,No comparable data available
zcta,04737,2022,,,0,,,,,,,,No comparable data available
zcta,36101,2022,,79.6,39,,,,,,,,No comparable data available
zcta,41713,2022,,,0,,,,,,,,No comparable data available
zcta,29899,2022,,59.4,511,,,,,,,,No comparable data available
zcta,19523,2022,,,0,,,,,,,,No comparable data available
zcta,53940,2022,,,0,,,,,,,,No comparable data available
zcta,35249,2022,,47.6,20,,,,,,,,No comparable data available
zcta,70310,2022,,29.4,110,,,,,,,,No comparable data available
zcta,62706,2022,,,0,,,,,,,,No comparable data available
zcta,61091,2022,,,0,,,,,,,,No comparable data available
zcta,29613,2022,,8.6,201,,,,,,,,No comparable data available
zcta,35487,2022,,14.8,198,,,,,,,,No comparable data available
zcta,62962,2022,,,0,,,,,,,,No comparable data available
zcta,20591,2022,,,0,,,,,,,,No comparable data available
zcta,20431,2022,,,0,,,,,,,,No comparable data available
zcta,85309,2022,,23,186,,,,,,,,No comparable data available
zcta,39148,2022,,0,0,,,,,,,,No comparable data available
zcta,47467,2022,,,0,,,,,,,,No comparable data available
zcta,39595,2022,,9.4,3,,,,,,,,No comparable data available
zcta,59636,2022,,7.4,2,,,,,,,,No comparable data available
zcta,76439,2022,,,0,,,,,,,,No comparable data available
zcta,92267,2022,,,0,,,,,,,,No comparable data available
zcta,27110,2022,,64.5,1561,,,,,,,,No comparable data available
zcta,29117,2022,,76.2,423,,,,,,,,No comparable data available
zcta,24469,2022,,,0,,,,,,,,No comparable data available
zcta,78842,2022,,,0,,,,,,,,No comparable data available
zcta,46922,2022,,,0,,,,,,,,No comparable data available
zcta,79920,2022,,0,0,,,,,,,,No comparable data available
zcta,78585,2022,,,0,,,,,,,,No comparable data available
zcta,30090,2022,,,0,,,,,,,,No comparable data available
zcta,23870,2022,,,0,,,,,,,,No comparable data available
zcta,93519,2022,,,0,,,,,,,,No comparable data available
zcta,50127,2022,,,0,,,,,,,,No comparable data available
zcta,33388,2022,,,0,,,,,,,,No comparable data available
zcta,32723,2022,,,0,,,,,,,,No comparable data available
zcta,27709,2022,,,0,,,,,,,,No comparable data available
zcta,73019,2022,,,0,,,,,,,,No comparable data available
zcta,50012,2022,,2,42,,,,,,,,No comparable data available
zcta,92145,2022,,14.6,410,,,,,,,,No comparable data available
zcta,76597,2022,,29,905,,,,,,,,No comparable data available
zcta,38776,2022,,,0,,,,,,,,No comparable data available
zcta,43530,2022,,,0,,,,,,,,No comparable data available
zcta,78111,2022,,,0,,,,,,,,No comparable data available
zcta,23891,2022,,62.1,814,,,,,,,,No comparable data available
zcta,43436,2022,,,0,,,,,,,,No comparable data available
zcta,02203,2022,,,0,,,,,,,,No comparable data available
zcta,76129,2022,,17.2,297,,,,,,,,No comparable data available
zcta,57117,2022,,0,0,,,,,,,,No comparable data available
zcta,61331,2022,,,0,,,,,,,,No comparable data available
zcta,70629,2022,,,0,,,,,,,,No comparable data available
zcta,02643,2022,,,0,,,,,,,,No comparable data available
zcta,75390,2022,,,0,,,,,,,,No comparable data available
zcta,93623,2022,,0,0,,,,,,,,No comparable data available
zcta,12784,2022,,,0,,,,,,,,No comparable data available
zcta,96863,2022,,8.4,212,,,,,,,,No comparable data available
zcta,37450,2022,,,0,,,,,,,,No comparable data available
zcta,43403,2022,,12.1,524,,,,,,,,No comparable data available
zcta,31213,2022,,,0,,,,,,,,No comparable data available
zcta,24813,2022,,,0,,,,,,,,No comparable data available
zcta,55155,2022,,,0,,,,,,,,No comparable data available
zcta,32612,2022,,10,876,,,,,,,,No comparable data available
zcta,14588,2022,,,0,,,,,,,,No comparable data available
zcta,05481,2022,,,0,,,,,,,,No comparable data available
zcta,20686,2022,,12.3,118,,,,,,,,No comparable data available
zcta,60075,2022,,,0,,,,,,,,No comparable data available
zcta,58255,2022,,,0,,,,,,,,No comparable data available
zcta,27411,2022,,65.9,1119,,,,,,,,No comparable data available
zcta,92155,2022,,11.7,23,,,,,,,,No comparable data available
zcta,79832,2022,,7.4,9,,,,,,,,No comparable data available
zcta,19442,2022,,,0,,,,,,,,No comparable data available
zcta,75884,2022,,34.7,1225,,,,,,,,No comparable data available
zcta,77866,2022,,,0,,,,,,,,No comparable data available
zcta,37383,2022,,2.8,9,,,,,,,,No comparable data available
zcta,30250,2022,,43.7,225,,,,,,,,No comparable data available
zcta,24570,2022,,,0,,,,,,,,No comparable data available
zcta,95613,2022,,,0,,,,,,,,No comparable data available
zcta,60183,2022,,,0,,,,,,,,No comparable data available
zcta,80826,2022,,26.8,319,,,,,,,,No comparable data available
zcta,36114,2022,,,0,,,,,,,,No comparable data available
zcta,20390,2022,,7.3,24,,,,,,,,No comparable data available
zcta,36652,2022,,34.5,20,,,,,,,,No comparable data available
zcta,76598,2022,,27.5,121,,,,,,,,No comparable data available
zcta,66621,2022,,3.8,25,,,,,,,,No comparable data available
zcta,92134,2022,,19.1,46,,,,,,,,No comparable data available
zcta,46945,2022,,,0,,,,,,,,No comparable data available
zcta,10119,2022,,,0,,,,,,,,No comparable data available
zcta,23441,2022,,,0,,,,,,,,No comparable data available
zcta,31727,2022,,,0,,,,,,,,No comparable data available
zcta,16312,2022,,,0,,,,,,,,No comparable data available
zcta,90263,2022,,9.1,164,,,,,,,,No comparable data available
zcta,71272,2022,,26.1,496,,,,,,,,No comparable data available
zcta,47458,2022,,,0,,,,,,,,No comparable data available
zcta,14260,2022,,19.2,156,,,,,,,,No comparable data available
zcta,10278,2022,,,0,,,,,,,,No comparable data available
zcta,94128,2022,,,0,,,,,,,,No comparable data available
zcta,93407,2022,,0,0,,,,,,,,No comparable data available
zcta,80646,2022,,,0,,,,,,,,No comparable data available
zcta,37232,2022,,,0,,,,,,,,No comparable data available
zcta,73523,2022,,37.1,63,,,,,,,,No comparable data available
zcta,38962,2022,,,0,,,,,,,,No comparable data available
zcta,11371,2022,,,0,,,,,,,,No comparable data available
zcta,20894,2022,,,0,,,,,,,,No comparable data available
zcta,10111,2022,,,0,,,,,,,,No comparable data available
zcta,20530,2022,,,0,,,,,,,,No comparable data available
zcta,88268,2022,,,0,,,,,,,,No comparable data available
zcta,48825,2022,,7,755,,,,,,,,No comparable data available
zcta,16563,2022,,7.2,111,,,,,,,,No comparable data available
zcta,97373,2022,,0,0,,,,,,,,No comparable data available
zcta,66045,2022,,15.4,257,,,,,,,,No comparable data available
zcta,30460,2022,,,0,,,,,,,,No comparable data available
zcta,54946,2022,,1.9,9,,,,,,,,No comparable data available
zcta,62026,2022,,13.4,141,,,,,,,,No comparable data available
zcta,74077,2022,,6.3,105,,,,,,,,No comparable data available
zcta,73070,2022,,13.9,22,,,,,,,,No comparable data available
zcta,15378,2022,,,0,,,,,,,,No comparable data available
zcta,27593,2022,,,0,,,,,,,,No comparable data available
zcta,30597,2022,,10.2,119,,,,,,,,No comparable data available
zcta,47831,2022,,,0,,,,,,,,No comparable data available
zcta,32192,2022,,,0,,,,,,,,No comparable data available
zcta,92338,2022,,,0,,,,,,,,No comparable data available
zcta,13119,2022,,,0,,,,,,,,No comparable data available
zcta,23668,2022,,76.7,583,,,,,,,,No comparable data available
zcta,11424,2022,,,0,,,,,,,,No comparable data available
zcta,87933,2022,,,0,,,,,,,,No comparable data available
zcta,06258,2022,,0,0,,,,,,,,No comparable data available
zcta,19112,2022,,,0,,,,,,,,No comparable data available
zcta,33550,2022,,,0,,,,,,,,No comparable data available
zcta,24327,2022,,25.8,153,,,,,,,,No comparable data available
zcta,35229,2022,,28,704,,,,,,,,No comparable data available
zcta,45435,2022,,44.1,78,,,,,,,,No comparable data available
zcta,76902,2022,,,0,,,,,,,,No comparable data available
zcta,61402,2022,,65.1,1138,,,,,,,,No comparable data available
zcta,01561,2022,,,0,,,,,,,,No comparable data available
zcta,77432,2022,,,0,,,,,,,,No comparable data available
zcta,38254,2022,,,0,,,,,,,,No comparable data available
zcta,24142,2022,,25.5,585,,,,,,,,No comparable data available
zcta,35185,2022,,,0,,,,,,,,No comparable data available
zcta,04271,2022,,,0,,,,,,,,No comparable data available
zcta,73022,2022,,,0,,,,,,,,No comparable data available
zcta,20427,2022,,,0,,,,,,,,No comparable data available
zcta,93524,2022,,22.6,21,,,,,,,,No comparable data available
zcta,38113,2022,,,0,,,,,,,,No comparable data available
zcta,32509,2022,,40.2,172,,,,,,,,No comparable data available
zcta,46502,2022,,,0,,,,,,,,No comparable data available
zcta,87554,2022,,,0,,,,,,,,No comparable data available
zcta,22472,2022,,48.1,461,,,,,,,,No comparable data available
zcta,20542,2022,,,0,,,,,,,,No comparable data available
zcta,20057,2022,,8.8,208,,,,,,,,No comparable data available
zcta,42322,2022,,,0,,,,,,,,No comparable data available
zcta,72369,2022,,,0,,,,,,,,No comparable data available
zcta,28755,2022,,,0,,,,,,,,No comparable data available
zcta,98416,2022,,3.1,26,,,,,,,,No comparable data available
zcta,23173,2022,,13.2,290,,,,,,,,No comparable data available
zcta,30822,2022,,,0,,,,,,,,No comparable data available
zcta,89026,2022,,0,0,,,,,,,,No comparable data available
zcta,13121,2022,,,0,,,,,,,,No comparable data available
zcta,04918,2022,,,0,,,,,,,,No comparable data available
zcta,92055,2022,,8.5,903,,,,,,,,No comparable data available
zcta,38132,2022,,75.4,43,,,,,,,,No comparable data available
zcta,18627,2022,,,0,,,,,,,,No comparable data available
zcta,63045,2022,,,0,,,,,,,,No comparable data available
zcta,21285,2022,,0,0,,,,,,,,No comparable data available
zcta,99850,2022,,,0,,,,,,,,No comparable data available
zcta,36851,2022,,,0,,,,,,,,No comparable data available
zcta,70139,2022,,,0,,,,,,,,No comparable data available
zcta,29208,2022,,12.8,292,,,,,,,,No comparable data available
zcta,38677,2022,,14.1,648,,,,,,,,No comparable data available
zcta,05439,2022,,3.9,52,,,,,,,,No comparable data available
zcta,70813,2022,,80,1595,,,,,,,,No comparable data available
zcta,94188,2022,,,0,,,,,,,,No comparable data available
zcta,92135,2022,,10.7,117,,,,,,,,No comparable data available
zcta,66622,2022,,2,2,,,,,,,,No comparable data available
zcta,08217,2022,,,0,,,,,,,,No comparable data available
zcta,75680,2022,,,0,,,,,,,,No comparable data available
zcta,67260,2022,,14.4,30,,,,,,,,No comparable data available
zcta,24887,2022,,,0,,,,,,,,No comparable data available
zcta,86443,2022,,,0,,,,,,,,No comparable data available
zcta,20515,2022,,,0,,,,,,,,No comparable data available
zcta,25305,2022,,,0,,,,,,,,No comparable data available
zcta,37614,2022,,14.6,385,,,,,,,,No comparable data available
zcta,08073,2022,,,0,,,,,,,,No comparable data available
zcta,80448,2022,,,0,,,,,,,,No comparable data available
zcta,31814,2022,,,0,,,,,,,,No comparable data available
zcta,04570,2022,,,0,,,,,,,,No comparable data available
zcta,66115,2022,,,0,,,,,,,,No comparable data available
zcta,93042,2022,,26.2,28,,,,,,,,No comparable data available
zcta,17261,2022,,36.2,17,,,,,,,,No comparable data available
zcta,81227,2022,,,0,,,,,,,,No comparable data available
zcta,30726,2022,,,0,,,,,,,,No comparable data available
zcta,96857,2022,,16.9,782,,,,,,,,No comparable data available
zcta,66778,2022,,,0,,,,,,,,No comparable data available
zcta,33022,2022,,,0,,,,,,,,No comparable data available
zcta,63433,2022,,,0,,,,,,,,No comparable data available
zcta,02205,2022,,,0,,,,,,,,No comparable data available
zcta,15934,2022,,,0,,,,,,,,No comparable data available
zcta,33101,2022,,,0,,,,,,,,No comparable data available
zcta,45739,2022,,,0,,,,,,,,No comparable data available
zcta,34445,2022,,,0,,,,,,,,No comparable data available
zcta,65741,2022,,,0,,,,,,,,No comparable data available
zcta,92280,2022,,,0,,,,,,,,No comparable data available
zcta,36849,2022,,44.8,2417,,,,,,,,No comparable data available
zcta,71359,2022,,19.1,70,,,,,,,,No comparable data available
zcta,03910,2022,,,0,,,,,,,,No comparable data available
zcta,79770,2022,,,0,,,,,,,,No comparable data available
zcta,71428,2022,,,0,,,,,,,,No comparable data available
zcta,54985,2022,,35.6,186,,,,,,,,No comparable data available
zcta,12722,2022,,,0,,,,,,,,No comparable data available
zcta,05485,2022,,,0,,,,,,,,No comparable data available
zcta,20260,2022,,,0,,,,,,,,No comparable data available
zcta,23943,2022,,11.3,119,,,,,,,,No comparable data available
zcta,27570,2022,,,0,,,,,,,,No comparable data available
zcta,20204,2022,,,0,,,,,,,,No comparable data available
zcta,87750,2022,,,0,,,,,,,,No comparable data available
zcta,19109,2022,,,0,,,,,,,,No comparable data available
zcta,80266,2022,,,0,,,,,,,,No comparable data available
zcta,64102,2022,,,0,,,,,,,,No comparable data available
zcta,18356,2022,,,0,,,,,,,,No comparable data available
zcta,47457,2022,,,0,,,,,,,,No comparable data available
zcta,84540,2022,,,0,,,,,,,,No comparable data available
zcta,75261,2022,,,0,,,,,,,,No comparable data available
zcta,10540,2022,,23.7,27,,,,,,,,No comparable data available
zcta,23389,2022,,,0,,,,,,,,No comparable data available
zcta,80914,2022,,12,56,,,,,,,,No comparable data available
zcta,26268,2022,,,0,,,,,,,,No comparable data available
zcta,30272,2022,,,0,,,,,,,,No comparable data available
